stage,config_name,valid_year,rank,feature,importance
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,17,te_balls_before__strikes_before__game_type,1.1425119460877833
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,18,scoring_position,1.0940292237909701
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,19,season,0.8070984746623437
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,20,te_balls_before__strikes_before__game_type_delta,0.7825166028053139
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,21,te_batter_id_delta,0.7797355699588193
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,22,pitcher_id_code,0.7429967000695515
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,23,te_game_type,0.717679281293195
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,24,runner_on_3b,0.7108216524796774
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,25,asof_pitcher_success_minus_global,0.6768364337011286
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,26,asof_pitcher_n,0.6388187144054849
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,27,game_month,0.5864217491693379
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,28,asof_pitcher_success_rate,0.572955459809683
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,29,te_season_delta,0.5568641641032845
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,30,base_state_code,0.5003358823460581
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,1,te_pitcher_id__balls_before__strikes_before,13.758852258842913
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,2,te_pitcher_id__balls_before__strikes_before_delta,10.321990021357342
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,3,te_pitcher_id__game_type_delta,8.369126924739145
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,4,te_pitcher_id__game_type,7.690679040424327
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,5,te_pitcher_id__base_state_delta,5.981788631993605
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,6,te_pitcher_id,5.329316659749433
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,7,te_pitcher_id__base_state,5.234610346745836
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,8,te_pitcher_id_delta,5.209630731372924
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,9,te_batter_id__pitcher_hand,5.100969586772425
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,10,game_type_code,5.035191966623511
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,11,te_batter_id__pitcher_hand_delta,3.881535658582578
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,12,te_season_delta,1.9225871792168658
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,13,te_balls_before__strikes_before__game_type_delta,1.7605197363143807
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,14,te_game_type_delta,1.559929612156101
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,15,te_season,1.3435157863038245
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,16,te_balls_before__strikes_before__game_type,1.3189949926305853
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,17,te_pitcher_id__batter_hand_delta,1.291134955755327
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,18,te_pitcher_id__batter_hand,1.1635295999537134
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,19,season,0.9961975249834472
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,20,te_batter_team_id,0.9945248638177546
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,21,te_batter_team_id_delta,0.9450147598960749
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,22,game_month,0.8285901468020301
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,23,scoring_position,0.796385564490916
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,24,te_batter_id_delta,0.771394348597374
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,25,base_state_code,0.5910387432631278
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,26,runner_on_3b,0.5853892205449996
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,27,asof_pitcher_pitchmix_n,0.5570213816618315
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,28,te_game_type,0.5185234111709791
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,29,asof_pitcher_n,0.47270196043335727
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2023,30,asof_pitcher_reverse_rate,0.3638013011968686
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,1,te_pitcher_id__balls_before__strikes_before_delta,12.395338187531637
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,2,te_pitcher_id__balls_before__strikes_before,10.77145423599531
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,3,te_pitcher_id__game_type,9.857651389581592
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,4,te_pitcher_id__game_type_delta,9.816010610649627
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,5,te_pitcher_id_delta,6.233063146650072
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,6,te_pitcher_id__base_state,5.4488322859094005
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,7,te_pitcher_id,5.183020449427753
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,8,te_pitcher_id__base_state_delta,4.6885883031313815
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,9,te_batter_id__pitcher_hand,4.404495511144372
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,10,te_batter_id__pitcher_hand_delta,3.2744259095572166
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,11,te_game_type_delta,3.0801421352186646
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,12,game_type_code,3.02908278781827
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,13,season,2.5558346021464997
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,14,te_game_type,2.041694670812615
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,15,te_batter_team_id,1.4963458650883523
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,16,te_pitcher_id__batter_hand,1.220168848438554
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,17,game_month,1.2097030672244429
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,18,te_pitcher_id__batter_hand_delta,1.1205613015877889
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,19,te_balls_before__strikes_before__game_type_delta,1.0990159813169729
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,20,te_balls_before__strikes_before__game_type,1.0652063757573937
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,21,te_batter_team_id_delta,0.976690628065075
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,22,te_season,0.9609543983135777
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,23,runner_on_3b,0.8062832276311578
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,24,te_season_delta,0.719416339196044
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,25,base_state_code,0.6290415051081982
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,26,asof_pitcher_prev1_game_success_rate,0.47559799229813166
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,27,asof_pitcher_pitchmix_n,0.2991864400025994
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,28,asof_pitcher_n,0.2895625670167063
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,29,asof_batter_success_minus_global,0.26885258777985765
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2024,30,te_batter_id_delta,0.26517024776366527
